(Do Not Modify) Account|(Do Not Modify) Row Checksum|(Do Not Modify) Modified On|Account Name|Address 1: City|Core Banking Sytem|Description|Primary Contact|Sales Campaign|Source of Data|Website
a080f898-5d2d-e111-87e2-1cc1de0875ed|71qSBbMWIBccmBfq53GJeILXbXkOD3QCJtZp1UF64ahOYEGJwD4JYuZ4bj7BS4Ac0lssNXjEhz/yQn6B2ejvXg==|02/05/2014 09:41|KfW IPEX-Bank GmbH|London||||London/UK|FSA|
a480f898-5d2d-e111-87e2-1cc1de0875ed|ICWjFKwfaAzHXBFklz8G2RhSRQ3SR/mQ5t4aIh2ZnJHCrQWNN+P1+mh1nDXe/EI3y3FGb/xk0vRw3mBbqPP2Vg==|02/05/2014 09:41|Kleinwort Benson Bank Ltd|London||||London/UK|FSA|
a880f898-5d2d-e111-87e2-1cc1de0875ed|z0yy/wwA1Tri/R7HeKhq8Ima1M0drO9JlniOwgQdM4wXLBipC9KY8JC925/9HRn2yNnUzujXdmAfpUt/lsBp4Q==|02/05/2014 09:41|Korea Development Bank - London Branch, The|London||||London/UK|FSA|
444edbcf-d37c-e111-a4b1-1cc1de6d3b11|/h9vgCZx1Ad0+fzsk6+nJTyeBFdmvRQbDU4GcE0jlHDI21bhE5O/NVTmSnHcL8WqLESrWUoVCh5UJ45rZflTEw==|15/11/2012 12:36|Korea Exchange Bank|London||||London/UK|FSA|
b480f898-5d2d-e111-87e2-1cc1de0875ed|LDeN0/YFzH+WKyTOQvktb4lEym4kpFJ0BLho6jcJAEmkvjt212Yrh3393ArSYiq1h/NuQU7bx8MsVAycyktqew==|02/05/2014 09:41|Lehman Brothers Bankhaus AG|London||||London/UK|FSA|
bf8f4655-2860-e411-94da-d89d6763cf50|0Qd9CuGfrkiLqLVHnGf4b+b7WC9c1qmk17azEZKihnqZ4cQ/Mnwzxc1W0n0kkTFAjY2mnEZ+EI5l97lsM8d2jg==|30/10/2014 11:32|London Capital Group - LCG|London||"London Capital Group (LCG) is a leading provider of online trading services. The business’s success has been driven by its dynamic approach to the industry and by building a business model that operationally has no restrictions on scalability. This model has allowed the business to grow rapidly since the launch of its first online business, the financial spread betting service Capital Spreads, in 2003. Today LCG has over 70,000 clients and offers a wide variety of financial trading products and platforms for retail, professional and institutional investors.

LCG’s parent company London Capital Group Holdings plc is listed on the London Stock Exchange and an established member of the AIM market. Our head office is located close to Liverpool Street at the heart of the City of London, the biggest and most diverse financial centre in the world. From here we concentrate on promoting our services across the UK and Europe as well as managing our global operations. We are authorised regulated in the UK by the Financial Conduct Authority (FCA)."||||
ba80f898-5d2d-e111-87e2-1cc1de0875ed|/RQ2RBeOQbcyU7mQgQqNB/r/glFVeEPrPQDdonKXy6ginNF6Kg+K26Zz8uW5yqma9uy+pLvKUCNwrKzqCySNGQ==|02/05/2014 09:41|Macquarie Group|London||"Note from David Malinder 16/3/2009

Macquarie did not go live with Cognotec. They had issues and pulled the project. 

They have built some of the pieces but have areas that they need help on. They own other banks that they may consider deploying our solution with as their own may not be suitable. 
They are keen to meet with CM and I tomorrow for more detail on our technology. 

They also had issues with RET and have replaced some of this with build. This gives me the chance to use with CBA tomorrow. 

Will provide further updates on weeks meetings and any other points of interest. 

David"||eCommerce ECN|JL ECN Data|
c280f898-5d2d-e111-87e2-1cc1de0875ed|U8K0so8EAt9mrQuBmBnRmEfEefz4nohF0UYzgamMHlL6KB0Mu0Y36YKkXCS3Tu67pwG4jB6YWNZc9A+O4cik7A==|02/05/2014 09:41|Marfin Popular Bank Public Company Ltd|London||||London/UK|FSA|
27ac8d5e-347e-e511-80f2-3863bb358fa8|JQliHvfKZID+w4mBtcw4F5J/XlpXnWyFYlJs+XgLynfCUGyP5QV0sglXK4Pn3WTXCJB3VlQCUiWd4CPOttMS1g==|21/01/2016 15:15|Market Securities - Kyte Broking|London||"Market Securities was originally established in 2002, as a division of Kyte Broking Ltd, by a group of brokers with experience and knowledge gained across Equity Derivatives markets.

Market Securities then expanded its skill and experience to a variety of products and the business now covers multi-asset brokerage services on a range of listed and OTC derivatives and securities.

While acting as an Appointed Representative of the Kyte Broking Limited, offering clearing and execution services on the world's most prominent cash and derivatives exchanges, Market Securities is a fully independent intermediary owned by its founding partners who are dedicated to provide customers with first class broking services."|Aaron Smith|||http://market-securities.com/
c480f898-5d2d-e111-87e2-1cc1de0875ed|zdNGPSi/h46jjMZVBik81+R4EDcPiBB+x+XoTOkcMlUHORco0zBSIdKlxZMFZOaqFyBYyVbUzMoOLWUegrspeA==|02/05/2014 09:41|Marks and Spencer Financial Services plc|London||They are a wholly owned subsidiary of HSBC Bank and their products and services seem to be directly provided by them.||London/UK|FSA|
c080f898-5d2d-e111-87e2-1cc1de0875ed|Vznji9r3Z5926ExCSw/vd7uKONRQs3ixADEHmICJQPK1XVBi2cw2XJY6lw1ofFyCxj6As7kuYSrXl63n8TT3XQ==|02/05/2014 09:41|Maybank (Malayan Banking Berhad)|London||Maybank London's Treasury and Credit department engages primarily in wholesale banking with emphasis in corporate lending, treasury products and capital markets and trade finance. The branch is also the designated Euro agent for all Maybank's overseas operations.||London/UK|FSA|
c880f898-5d2d-e111-87e2-1cc1de0875ed|0QlEJblVupvdlSkDawEd7PWOuZxH8LdqVHw2YKVrWWaw8R0FUv4v2TT8xvCbQtdtRAjsR1Ht/9WV1obz4jzVVg==|02/05/2014 09:41|MBNA Europe  Bank Ltd|London||||London/UK|FSA|
ca80f898-5d2d-e111-87e2-1cc1de0875ed|Q4bsn7M+i/toeh1PpRfcw8T6D+TuZEIoWrb1OI8CCCGoZqA90Ed2msc75L9AIlWHN0nFipQnsZvwFB64zg890A==|02/05/2014 09:41|Mediobanca|London||||London/UK|FSA|
cc80f898-5d2d-e111-87e2-1cc1de0875ed|30QOTZ6PPbKhnH3nHGNJzA2SUrksK60pBrnX8Dp4XT/kjo65uEhhlxo1QkORIigBnT/3kwN94MA/NufLlJ2E8w==|02/05/2014 09:41|Mega International Commercial Bank Co. Ltd|London||||London/UK|FSA|
ce80f898-5d2d-e111-87e2-1cc1de0875ed|pIFUezQKe+ChKaEVBnAvpc/8RGmSI3l+ZREID306CDEwvGMBJ86Yy8dh6War8EtOGG+v/Ci152xAtxp3EAIBsw==|02/05/2014 09:41|Melli Bank plc|London||||London/UK|FSA|
d080f898-5d2d-e111-87e2-1cc1de0875ed|+slCbP0w3GVEC8TgXic+aSFWRg+lUZCkmOwsDQD5pxIffuWjM3clZ7Kl11ETnPP3vh3SKlyoaZFlufXMR7D7SA==|02/05/2014 09:41|Mercedes-Benz Bank AG|London||KD - Spoke to the Head of the Treasury Department(didn’t get name) he said that the decisions about IT are taken by Head Office in Stuttgart.||London/UK|FSA|
c2459a4e-f045-e111-90df-1cc1de6d3b11|nUSHkqbAX3xPur1kaGov4ELyG67OskSptL7jbeXCVR3UaH+Yww8N6+PFdmpCpvtPTWzRecc3GKVe/0KRNnN60Q==|05/02/2016 17:03|Message Automation|London|||||Added|http://www.messageautomation.com/
2a0d9a3c-c9f4-e011-b9d4-1cc1de0875ed|OfNvUUJc8L3JdhmsCYiCriWUXyGzd0yhlPKpQrv9qZJKwPnrRXYZO0fl2OgoYyyK0VbD9zVcuLIAZT55HiN2nQ==|02/05/2014 09:41|Metro Bank|London|T24|"Metro Bank PLC Metro Bank UK | 3.2010: Metro Bank UK-based full-serve retail bank start-up by US entrepreneur, Vernon Hill, is implementing Temenos T24 core banking system on the cloud {a 'pet-friendly' bank / dogs welcome when accompanied by their owners} | 7.2010 launched ops on T24 implemented in 9 months |  T24 managed by Temenos and hosted by a 3rd party - Metro will be paying monthly with fee rates based on business volumes, not a traditional licence model - a hosted, pay as you go solution model to avoid large upfront costs. | use Temenos ARC internet banking 11.2010 adding ActivIdentity 4TRESS DNS Authentication to provide secure access | 5.2011 select Temenos m-banking ARC Mobile solution


I was told to email inquiries as this number is just a HQ but CS number for account holders. 
I tried to connect to Joe B on linked in"||T24/FXCB|Inntron|
d680f898-5d2d-e111-87e2-1cc1de0875ed|EY+/lKxoHNKIdG9O+zpPbQeQXZovN/UFFBgkT21HTCVHUoUY0ub/7CzxSBixyWcH+KPevelGHecosUt6YpJgQQ==|02/05/2014 09:41|Metro Bank PLC UBS Limited|London||||London/UK|FSA|
de80f898-5d2d-e111-87e2-1cc1de0875ed|A6BJTFeim9Rtab1oZYJL7AvkwNQsMO4P/ngzbAxIwMstxxLnSvbO6KUrTHNALgOkMYfTy/+p7rA2dTmsJoRJbQ==|02/05/2014 09:43|Mizuho International plc Ulster Bank Ltd|London||||London/UK|FSA|
e280f898-5d2d-e111-87e2-1cc1de0875ed|sAoFzptNlI56aNzhI5WiRbIzW2/VdQddQfAOkS1rm6z/r/SR9OpWPS/r1H19ap53crAg7ip4ulFSC5Tp1Kv9RQ==|02/05/2014 09:43|N M Rothschild & Sons|London||||London/UK|FSA|
2c0d9a3c-c9f4-e011-b9d4-1cc1de0875ed|N28XVMJNUsyORC4NcqoLiYUG/RNjrGma26lyy0/NPbzlx7jK5RllBiGCgAnd0qIzTQs12IgBnxCdWJ1LR8nkUw==|02/05/2014 09:43|Nacional Financiera|London|Globus|"Nacional Financiera S.N.C., London Branch, United Kingdom | Nacional Financiera SNC in London (Nacional Financiera S N C, based in Mexico) development banking institution

VH Spoke to London and it seems they are very small and will not buy any solutions"||T24/FXCB|Inntron|
b2820831-7ba5-e511-80ef-3863bb34ba68|2LNfYojzDSA8FwPlcol0365zUsXHYYUVg0McQ3swbw9wwHXufwRr1uuCusU1racolZcmwOpBT2QAz5fec5oygQ==|18/12/2015 11:38|National Commercial Bank Jamaica Limited|London||"NCB is Jamaica’s largest financial services provider with 40.8% market share by assets of the commercial banking sector (as at September 2013). NCB provides a wealth of financial services through its network of 36 locations and over 170 ABMs islandwide. These services include chequing and savings accounts, credit card facilities, personal and commercial loans, insurance, and wealth management; supported by online banking, along with telephone banking and a toll-free 24/7 Customer Care Centre at 1-888-NCB-FIRST (1-888-622-3477), along with our newly introduced Bank on the Go self-service areas. 

Our Vision 
To be the premier Caribbean financial institution delivering superior products and services to satisfy the needs of our customers while developing our employees and building the communities we serve. 


Our Values 
We hold a deep and abiding respect for each customer, every colleague in our companies, and all our shareholders. 

We commit to find new, practical and innovative ways to make the term “excellent service” more relevant to each customer – every day. 

We commit to the relentless renewal of our enterprise through the constant training of our people at all levels. 
In our merit-based culture, individual reward and recognition will be a result of measured performance. We treat all competitors as noble, but we will compete fairly and vigorously to win.
Specialties
personal banking, small and medium enterprise banking, corporate and institutional banking, government banking, financial management, wealth management, remittance services, credit cards, internet banking, insurance"|Leonard Mahipalamudali||Market Makers|
f280f898-5d2d-e111-87e2-1cc1de0875ed|wdIrnGmtDcsMnlI9SdKcAn8WaL6gMdwAN6dnt2k+9Gj1XscSO1VB4vSc7cJXGopqxUbEQ+jQwuKp3cY+JY7yBA==|02/05/2014 09:43|National Westminster Bank plc Vanquis Bank Limited|London||||London/UK|FSA|
d40c9a3c-c9f4-e011-b9d4-1cc1de0875ed|nxJSujPUhMpABdeZwDNTZ1Ie7hJ6kTHtzoer1qj+hE4Dvuax6UPh9WAii3hAUkOOI0A4YC4ELS+P7tm+/bg73A==|02/05/2014 09:43|NDB Bank|London|T24|"Nedcor Banks Ltd in London www.nedcor.com | Nedbank Limited has transferred its private client operations to its 100% owned group subsidiary | Nedbank Group south african banking group Nedcor www.nedbank.co.za"||T24/FXCB|Inntron|
f880f898-5d2d-e111-87e2-1cc1de0875ed|5sQSaHPh6kpKGTkJeA489FgHx4JaX2aDmCljE7Xbna3YNFNEqfg6LsBAoDZmf1s+7J/cQujDqk4YgeJDLYMlUg==|02/05/2014 09:43|NIBC Bank N.V.|London||||London/UK|FSA|
0a81f898-5d2d-e111-87e2-1cc1de0875ed|3O5Zklp20x2SnVmpW5hN/2KJlej5ovWSAhaJJ+R86PBZZ2keH74NmXGZNdTKBIEIDBwMNyJNLAnS3meiVCCTUQ==|02/05/2014 09:43|OneSavings Bank Plc|London||||London/UK|FSA|
0c81f898-5d2d-e111-87e2-1cc1de0875ed|pDkKweRL7aLmKBHhLE96Oi914ZS1zsh+sQCuC305N6scp+CYWauQLGM+pyuQ2mlNpmnCwX++rWxLd5ASPBFuMQ==|02/05/2014 09:44|Oversea-Chinese Banking Corporation Limited|London||||London/UK|FSA|
0e81f898-5d2d-e111-87e2-1cc1de0875ed|b8Ave8iUEmkAakQVXGL08nac84fFM5ChSdq23TUF/CFJs7VeCIwxebzlucsjHqw6Z7imnOG8JdpiF87MKZr3SQ==|02/05/2014 09:44|Pensions Bank Limited|London||||London/UK|FSA|
1081f898-5d2d-e111-87e2-1cc1de0875ed|sBgVIMNaBeRdvJF7UZvmxSkX+GgQTWXBQc2vRKPFOvuMtu+DiFoe9DW5uBhEGAQOP5Bzfl6aB/h+fDbMAjRpZQ==|02/05/2014 09:44|Persia International Bank Plc|London||I spoke to the Treasury Manager and he said that they are under EU sanctions and are not allowed to buy anything.||London/UK|FSA|
1481f898-5d2d-e111-87e2-1cc1de0875ed|ycw+avVFnnRuiOPA2j+Ytsk+qEAA/QqZJKGSCpzP5+79Epeav1tQ7eis4c2raaJIzbXJJRdhetnqbrwmDc1Qkw==|02/05/2014 09:44|Philippine National Bank|London||||London/UK|FSA|
1681f898-5d2d-e111-87e2-1cc1de0875ed|MhTgJozr9Bj+ZkpDpf8O8nNOMtXdT5OpgYIA5ab8glY5AQdf8BQOOq0hJtZsOewWwzC6DkY91PqRsPOycpWS7w==|02/05/2014 09:44|Powszechna Kasa Oszczednosci Bank Polski S.A.|London||||London/UK|FSA|
0bc12139-92d7-e411-820b-6c3be5beee6c|uJPbbydHIKeVKduxaXcjINyIOGfUjTvIcM05mBqIyp9GcPtGTsj7eDyyC3vPf9AMKaIGWoI4lemTy71m46xw2g==|31/03/2015 11:47|Prime FX|London||no interest in epayment solution given their current focus||||http://www.primefx.co.uk
1881f898-5d2d-e111-87e2-1cc1de0875ed|xLAQNp98saxbLLJZAPkonZ3ftsy34fJXNAO61xm6OZT1ARsNg5s8IHPJKlBRaVOECZJns32xKkUSFUDLCO/+lQ==|02/05/2014 09:44|Pt Bank Negara Indonesia (Persero) Tbk|London||KD - Spoke to Head of IT, said they use Misys and as a consequence not interested in anything else.||London/UK|FSA|
1a81f898-5d2d-e111-87e2-1cc1de0875ed|kzLGJUzVG5stseYKzpblb78PH7tNMJ4agr6kJeUxXva7GpeZ7C/xmBuig1jtrfJ6CsniEEyT+xnDOdMmFxQE+Q==|02/05/2014 09:44|Punjab National Bank (International) Limited|London||||London/UK|FSA|
2249b90e-5985-e111-8615-1cc1de0875ed|NAwE8NtO2WvmA0zcFCO18DNMNgM6KlER6P3Q4dSXunIoJA+w72gu7vODtB31/OZmzvGNBXocPB3Lc9YYHNs5HQ==|02/05/2014 09:44|Qatar Islamic Bank|London||||London/UK|Meftec 2012|
2081f898-5d2d-e111-87e2-1cc1de0875ed|Rl5BkQ8QcpAOK6a7Mg4cj1HvV3XptmZ/GFysbOb4U+hoxeS701cGrUG8k/3mvz7cvkqLF7kGPT2C4LOcPxndIw==|02/05/2014 09:44|R. Raphael & Sons plc|London||||London/UK|FSA|
150e97d9-9713-e211-8cb6-984be17c38f7|2qyiVXr2EKklqgJp6j1tCw67k8sl0E5tlpau/vQAPeu6700JrvyW7eAwA64AvhXibJSRCHF+6hweZU/ODBoGDg==|15/11/2012 14:57|R.B.C Wealth Management|London|||||Added|
2281f898-5d2d-e111-87e2-1cc1de0875ed|AWF0/+Uf7ETyO517giuMa0dX8WX2+rgwtYpXJGKAZWcNoKLlIx9rwsp4vFo3sVRVGDDYDm2PWXZQFXrzx0nsfQ==|02/05/2014 09:44|Rafidain Bank, The (In Liquidation)|London||||London/UK|FSA|
2681f898-5d2d-e111-87e2-1cc1de0875ed|XZZJ7NA1wwLU747VdI7Y/pz5xfuhlfK7IUbi+3Hz1w84fmxGRy7Yrh0H1qHqM19RFOelGgEwT7c6q1nk0TD9Yw==|02/05/2014 09:44|Rathbone Investment Management Limited|London||||London/UK|FSA|
2a81f898-5d2d-e111-87e2-1cc1de0875ed|xiHOAvaWGUwTke2HYghWqs0fs2mb/FsEFyNh3j0eoW6wY0oNkJMUWA2FwPCxFMU+nSFix7IxjNUCYLjFEFH8RA==|02/05/2014 09:44|RBC|London||||eCommerce ECN|FSA|
2881f898-5d2d-e111-87e2-1cc1de0875ed|ZNyEjJ8rfbiHC5ZA/PoHcA6eR0hqtj86OOqtzGIWe+h9qq1lwyIGGgYNOPPIK1NhDVGzW6A+RXCxeQKagLlTjw==|02/05/2014 09:44|RBC IS|London||"RBC Dexia Investor Services, established in January 2006, is equally owned by Royal Bank of Canada and Dexia.

RBC Dexia Investor Services offers institutional investors worldwide an integrated suite of products, including global custody, fund and pension administration, securities lending, shareholder services, analytics and other related services. With USD 2.4 trillion in client assets under administration, RBC Dexia Investor Services ranks among the world’s top 10 global custodians.

Headquartered in London, UK, RBC Dexia Investor Services has 5,400 employees who serve clients from offices in 16 countries on four continents. Operations are conducted mainly by RBC Dexia Investor Services Bank in Luxembourg and RBC Dexia Investor Services Trust in Canada, and their affiliates and branches around the world. José Placido is the company's Chief Executive Officer"||London/UK|FSA|
7b6cca4e-89e3-e011-968c-18a905732a1b|fz9EehMb5n2MPsTrPjkh/1xTrzGcw61rLgi0YeWNTthSlAgyrkAfNbD34JHPPEEhw6uXJbCiFeqmTqqgZyukxg==|02/05/2014 09:44|RBS|London||||eCommerce ECN|JL ECN Data|
2c81f898-5d2d-e111-87e2-1cc1de0875ed|Q+IDgehqKxFtGjMW8Dj41ST66kUvTdgYu8bnCMGwyLyfKyQd7y0KhB2BKyJsZB62pPCzwIpA61/4eDxMfkpSQw==|02/05/2014 09:44|Reliance Bank Ltd|London||||London/UK|FSA|
3481f898-5d2d-e111-87e2-1cc1de0875ed|xZSu8MczfQrpZCHvMIGbq80OevhNKcqU0egvGa9kUN/ICFYBFcqJNr3LY+ghilqiBJjpYLO4Qb+ENJurlKhGgQ==|02/05/2014 09:44|Sainsbury’s Bank plc|London||||London/UK|FSA|
3e81f898-5d2d-e111-87e2-1cc1de0875ed|Jx/zXycv7jntMXMsKnIZrj4rwOISaWUEwSUoVamFgCzEFuPYG3dfsf4agBSWfdRFcHndYhPpFXCljaTFxNg0tA==|02/05/2014 09:44|Scotiabank Europe plc|London||||London/UK|FSA|
4081f898-5d2d-e111-87e2-1cc1de0875ed|5JHz33oCyS3FkHY74FHW3H0itdnxFFmZyHLKhZa8SrpYCsymidvBHc6Hvf7wGOnAAf92wmbBLyeJrc0aKAKSpw==|02/05/2014 09:44|Scottish Widows Bank plc|London||||London/UK|FSA|
4281f898-5d2d-e111-87e2-1cc1de0875ed|s40IFZzuqBMq4jTJr3sVdOqjD6NBz4KmJZXJd6ssezCc2UDy+D221CvwLvypthVg0Ob4krdR0FGcG4SJFLGFyw==|02/05/2014 09:44|Secure Trust Bank plc|London||||London/UK|FSA|
4481f898-5d2d-e111-87e2-1cc1de0875ed|rqkEJbWA+dxTPlJNv4oaXW5Ewe+eNiOP9bli8wdt4t0EEBMwEmHERsPyrog05x7W9Cbdv7iG+QpjxM7B0BL4pg==|02/05/2014 09:44|SG Hambros Bank Limited|London||||London/UK|FSA|
4681f898-5d2d-e111-87e2-1cc1de0875ed|ko5I9Elo52O7G0ipdEAORPDTV5ntrCpZETUXYvR1vkaVV/6YEW9GXXE68wBzPQu5u+xFp4o93W8HQSUKEikDPg==|02/05/2014 09:44|Shanghai Commercial Bank Ltd|London||||London/UK|FSA|
4881f898-5d2d-e111-87e2-1cc1de0875ed|cP4Gu7+baGlEscuZOaHi1d09QVEwQG7RKE6GV+S8z2VibEkD+QzwttWb6cFsomWeMYh6IciUw+PuTygOPQoL9g==|02/05/2014 09:44|Shawbrook Bank Limited|London||||London/UK|FSA|
4e81f898-5d2d-e111-87e2-1cc1de0875ed|vp3syr6kgFQRXCWCCdo4kvVgYyK3fz1RusBuc7r+nKEIcOmwnoK/nrX0JUxibTWHPgpzJjbN6bFSMgJabKIVPw==|02/05/2014 09:44|Smith & Williamson Investment Management Ltd|London||||London/UK|FSA|
5281f898-5d2d-e111-87e2-1cc1de0875ed|VsMGQxzYjC0Jwtdg3zvltePdBMGhSZ29EU99J3OY6eaR/DIzRtRHNxEewz6RzP8dzEtV2QygCibPq1vl7ypZ3A==|02/05/2014 09:44|Sonali Bank (UK) Limited|London||||London/UK|FSA|
5481f898-5d2d-e111-87e2-1cc1de0875ed|a2Q4NtkTNpMTryAWyfCHgWHc+DO00EadkPkDpJXkfQHG7myeKhx5+xaJI53OL5G007gIcnnszNJOUUR9WTQyNA==|02/05/2014 09:44|Southsea Mortgage & Investment Co Ltd|London||||London/UK|FSA|
a64ac396-b0d7-e011-b80c-18a905730937|A+/8IZHRse4i9/3PEGPiqWbLKb1xucdDAPbagLEkIRG73jbAYu7FhKhW2KHwUOYOIN4IeZzw/fdnnqk461EWBw==|02/05/2014 09:44|State Street Global Markets|London||||eCommerce ECN|JL ECN Data|
6881f898-5d2d-e111-87e2-1cc1de0875ed|9V+2hwmqQtCDeOyPTKWnsngtdSrf53dMJYuAOQE9zTcYmisRf92dHlQKhwZH4EqkMFX5UVcIBMsdJuuuDm1NbA==|02/05/2014 09:45|Sygma Banque|London||KD - Spoke to the Head of Treasury dept and he said that they are a part of BNP Paribas and they don't have any separate systems as they use BNP Paribas in-house systems and they make all the decisions as to what to use. Told to put as cleaned 21/4||London/UK|FSA|
e3a2857c-b224-e111-b4a2-18a905730937|RQ93GpoJE9nzjDlDyiD9Oe1+ZHmXwgzasuZh7PCH7wIgH88QqezSLIMcpqxwFZrHpws0s1afFugG9C+/fSRH+A==|02/05/2014 09:45|Syndicate Bank|London|Flexcube|"a leading Indian nationalised bank, provides premium savings bank accounts in India - Syndicate Bank sponsored the first regional rural bank in India by name Prathama Grameena Bank | Syndicate Bank in India, est. 1925 in Udupi in Karnataka plays a vital role in providing financial assistance in the rural and semi urban areas"||T24/FXCB|Original EB Data|
6c81f898-5d2d-e111-87e2-1cc1de0875ed|QA9O00ZO6no3WftoivzZRCjSHDWwPgyKxuRro5OjK/pPyWMB8Ba1a/57szk/SjkvtAW8UYyTjJoTIUW6itNbHw==|02/05/2014 09:45|T C Ziraat Bankasi AS|London||||London/UK|FSA|
6e81f898-5d2d-e111-87e2-1cc1de0875ed|ockQm54mC9nLgrWZ6B9y319ku6Ubt+S9JMgv1YVnO8xdDRDEqlHk7mlzOISkXKWTawmQOvdXVmMAxrdMwt/mZA==|02/05/2014 09:45|Talos Securities Limited|London||||London/UK|FSA|
7081f898-5d2d-e111-87e2-1cc1de0875ed|/Ny+uQDE2tSLPm64sC6dZuStj8MFDMyxLUSUD7CJuDIz5idHHULSf2colFFpIox8hZNJ5iNcGexrRUuZAIRkPg==|02/05/2014 09:45|TD Securities|London||||eCommerce ECN|JL ECN Data|
7281f898-5d2d-e111-87e2-1cc1de0875ed|FUYchezX6g2rQVfnJ+gPcF96beQgcBA2vAv0joa/11E8ypJfKK1GiFJwz+nCNf9X2tIuIGXbnnz7k8BoxpWd2w==|02/05/2014 09:45|TD Waterhouse Bank NV|London||||London/UK|FSA|
7481f898-5d2d-e111-87e2-1cc1de0875ed|bMIbXQUUgdedKv8qxXyXWxd3ALdsB2wVgWFxDjKdgrkQ1Q0DRcIvJJs0nVkIeBE97KnyiRgjRoarRUC26lv6jQ==|02/05/2014 09:45|Tesco Personal Finance Plc|London||||London/UK|FSA|
7681f898-5d2d-e111-87e2-1cc1de0875ed|yvTI4/+uiPkxW7t8V9d3KmbnFVfp96n6Rdg5vjEUc/KwP4qBDFlEBVQaHTKH6NGbKfK+VMR0pj8QFVDiYtlA+w==|02/05/2014 09:45|Toronto-Dominion Bank, The |London||||London/UK|FSA|
7881f898-5d2d-e111-87e2-1cc1de0875ed|+qimTejUEV7zEss5JONMAKeeenDKKh1bPkhXLGRhKTf0icoseS8x3d8IDAqRzvjgstQO8L+YbJGGVaHiFHzQyA==|02/05/2014 09:45|Triodos Bank NV|London||||London/UK|FSA|
340d9a3c-c9f4-e011-b9d4-1cc1de0875ed|bpfaYjKnmcdZHJdrUL0mLCdru4L8nzB794sOOS0MT0K9J0TRliEeZ9nxeLdzyUtkSUE1vpFJa4Ox/Oj3uEj7cQ==|02/05/2014 09:45|Turkish Bank|London|T24|"Turkish Bank (UK) Ltd is a wholly owned subsidiary of Turkish Bank Limited of Turkey | ref. Turkish Bank A.?. as a Private bank - authorised and regulated by the Financial Services Authority | 10.2005 TBUK, a commercial banking division of Turkish Bank Group, has implemented TEMENOS T24 in all of its UK branches and is the first bank to implement on the IBM iSeries platform

KD-I was told that they only have one person in Treasury/Dealing Room and he has just started and is not a decision maker. I was referred to his boss Jonathan Kent, contact details given.

vh cb and speak to JK monday"||T24/FXCB|Inntron|
3586d1e7-4a1f-e111-9768-18a905732a1b|0GXZSxcst+YuUi1E4G+hFzzMbaLD4pWjPxQMYVYlCrvGx+obGw+km75uf9xdj3WxnCIKbSTbLoYCRZm9iIx7YA==|02/05/2014 09:45|Turkish Embassy|London||VH met Selma at FX week - she researches treasury management solutions for Turkish Embassy|||Added|
7c81f898-5d2d-e111-87e2-1cc1de0875ed|uQFUpY+1GDc2w1ZjMAlsyVxVMmaPi1j7LKC4X1rg7F+cc6IBN4TVMRbfaybIzrYnOqmKAwV1WrDc9dWNQ6fZPQ==|07/03/2016 17:04|Turkiye Is Bankasi AS|London||||London/UK|FSA|
bbd52a11-c5d4-e511-80f4-3863bb34ba68|fFlW6rXJ9iIlw7XK+Xw3wbCdlGfnoG4BatDmgzSkLxIojKbv/sWhzu0JGFT2D2GpvMqbbwlb/RxIMHXFaM3pvg==|07/03/2016 17:06|Turkiye Is Bankasi AS|London||||||http://isbank.co.uk
42cec030-2fb9-e511-80f2-3863bb34ba68|YTtTRZsLCXCng+5ueC/9PJhJK/DvYHJrmY3A+6s+NzjYPneBocwpqnPIgkq5REgTnK47wWSoTe2zN5nymTMZ5A==|29/03/2016 09:26|UBA Capital|London||||||
9cbc0eeb-b024-e111-b4a2-18a905730937|KL+mueSJZ96fSn0kHAF7hF97r0/LajahYVzThZ+i3ra8YTr/7j3N7NzSPt4dSf+IvOHRqGJCOP/Q+mmG2MIbwA==|02/05/2014 09:45|UBS|London|Globus|UBS London - investment bank - UBS UK UBS Investment Bank UK UBS AG London||eCommerce ECN|JL ECN Data|
8281f898-5d2d-e111-87e2-1cc1de0875ed|KJh08KNuB841SCq5WsTpVgpbZMDz3+ZiSB0W5tnTsWCdzpSLsVIsKWhwraGI7X7DOzRP1ww3ZmSYoaIMzEQzLA==|02/05/2014 09:45|Ulster Bank Ireland Limited|London||Paul Tancred is the correct person and he will call me back!||London/UK|FSA|
8e81f898-5d2d-e111-87e2-1cc1de0875ed|OOxwXpoMhEnUALMk7k4QJlQiVXzKRMMJggmYH8jwefu7/Ow+hmFDhlUDlPtDXn+3bPXL3IgYR+y49DzYK/pV0Q==|02/05/2014 09:46|United National Bank Limited|London||"VH Spoke o Christopher Wright 14/3/2012 
Very nice and we get on well. He said they use Midas equation and they have a strong relationship with them. He does not like the system though. They are doing trades manually and have no STP for reuters and bloomberg dealing. He asked me specifically if we do RTFX and connect via broadband which I said yes we do. They have no real time updating on positions either. One person does a trade while the other is checking the limit and there is no real time.  He says that they do have some limit checking but not very good. 
He thinks they will be forced to move of this and automate things better, he wants information and I will call him back. 
LOTS MORE Qs to ask!"||London/UK|FSA|
